orderid,cashier,saledate,total,customerid,ticketcode,date,time,slot,room,film,slot type,ticket type,ticket price,popcorn,DOB,gender,address,Website,job,industry,age,norm_film,matched_title,genres
10105052019B0145,emp011,2019-05-05 13:48:21,90000.0,0000000081,20073018,2019-05-05,14:00:00,E03,1,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1999-11-08,Nam,Hải Châu,KH0104|0293,student,economics,19.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10105052019B0145,emp011,2019-05-05 13:48:21,90000.0,0000000081,20073019,2019-05-05,14:00:00,E04,1,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1999-11-08,Nam,Hải Châu,KH0104|0293,student,economics,19.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
12506052019B0054,emp011,2019-05-06 20:23:52,90000.0,0000000098,20075481,2019-05-06,20:50:00,H03,1,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1994-10-01,Nam,Cẩm Lệ,KH0104|40580,blue collar,health service,24.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
12506052019B0054,emp011,2019-05-06 20:23:52,90000.0,0000000098,20075482,2019-05-06,20:50:00,H04,1,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1994-10-01,Nam,Cẩm Lệ,KH0104|40580,blue collar,health service,24.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10025052019B0126,emp006,2019-05-25 13:17:35,90000.0,0000000098,20099938,2019-05-25,13:40:00,E10,2,VÔ GIAN ĐẠO (C18),ĐƠN,Thành viên,45000,0,1994-10-01,Nam,Cẩm Lệ,KH0104|40580,blue collar,health service,24.0,VO GIAN ĐAO (C18),VO GIAN DAO,"Comedy,Crime,Thriller"
10025052019B0126,emp006,2019-05-25 13:17:35,90000.0,0000000098,20099937,2019-05-25,13:40:00,E09,2,VÔ GIAN ĐẠO (C18),ĐƠN,Thành viên,45000,0,1994-10-01,Nam,Cẩm Lệ,KH0104|40580,blue collar,health service,24.0,VO GIAN ĐAO (C18),VO GIAN DAO,"Comedy,Crime,Thriller"
10119052019B0033,emp011,2019-05-19 14:42:42,90000.0,0000000109,20093408,2019-05-19,15:00:00,D10,3,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1999-05-05,Nam,Sơn Trà,KH0104|0191,student,education,19.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
10119052019B0033,emp011,2019-05-19 14:42:42,90000.0,0000000109,20093407,2019-05-19,15:00:00,D09,3,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1999-05-05,Nam,Sơn Trà,KH0104|0191,student,education,19.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
10128052019B0149,emp005,2019-05-28 20:12:07,90000.0,0000000221.,20104879,2019-05-28,20:20:00,H09,2,NGÔI ĐỀN KỲ QUÁI (C18),ĐÔI,Thành viên,90000,0,1993-01-16,Nam,Cẩm Lệ,KH0104|2742,blue collar,construction,25.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10115052019B0131,emp011,2019-05-15 22:57:09,135000.0,0000000221.,20088888,2019-05-15,22:40:00,G09,2,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1993-01-16,Nam,Cẩm Lệ,KH0104|2742,blue collar,construction,25.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
10115052019B0131,emp011,2019-05-15 22:57:09,135000.0,0000000221.,20088887,2019-05-15,22:40:00,G08,2,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1993-01-16,Nam,Cẩm Lệ,KH0104|2742,blue collar,construction,25.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
10115052019B0131,emp011,2019-05-15 22:57:09,135000.0,0000000221.,20088886,2019-05-15,22:40:00,G07,2,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1993-01-16,Nam,Cẩm Lệ,KH0104|2742,blue collar,construction,25.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
10115052019B0130,emp011,2019-05-15 22:45:18,90000.0,0000000221.,20088885,2019-05-15,22:30:00,J04,1,MẸ MA THAN KHÓC LA LLORONA (C18),ĐÔI,Thành viên,90000,0,1993-01-16,Nam,Cẩm Lệ,KH0104|2742,blue collar,construction,25.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
,Website,,,0000000228,20100926,2019-05-25,19:45:00,G09,3,ALADDIN (PD) (G),ĐƠN,Thành viên,45000,0,1995-11-09,Nam,Ngũ Hành Sơn,,specialist,health service,23.0,ALADDIN (PD) (G),ALADDIN,"Adventure,Comedy,Family,Fantasy,Musical,Romance"
,Website,,,0000000228,20100927,2019-05-25,19:45:00,G10,3,ALADDIN (PD) (G),ĐƠN,Thành viên,45000,0,1995-11-09,Nam,Ngũ Hành Sơn,,specialist,health service,23.0,ALADDIN (PD) (G),ALADDIN,"Adventure,Comedy,Family,Fantasy,Musical,Romance"
10129052019B0143,emp007,2019-05-29 18:11:29,90000.0,0000000229,20105497,2019-05-29,18:10:00,I13,1,NGÔI ĐỀN KỲ QUÁI (C18),ĐƠN,Thành viên,45000,0,1992-01-14,Nam,Hải Châu,KH0104|2716,white collar,economics,26.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10129052019B0143,emp007,2019-05-29 18:11:29,90000.0,0000000229,20105496,2019-05-29,18:10:00,I12,1,NGÔI ĐỀN KỲ QUÁI (C18),ĐƠN,Thành viên,45000,0,1992-01-14,Nam,Hải Châu,KH0104|2716,white collar,economics,26.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10105052019B0002,emp011,2019-05-05 09:13:12,90000.0,0000000229,20072245,2019-05-05,18:15:00,H10,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1992-01-14,Nam,Hải Châu,KH0104|2716,white collar,economics,26.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10105052019B0002,emp011,2019-05-05 09:13:12,90000.0,0000000229,20072244,2019-05-05,18:15:00,H09,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1992-01-14,Nam,Hải Châu,KH0104|2716,white collar,economics,26.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10005052019B0104,emp004,2019-05-05 11:04:00,90000.0,0000000266,20072572,2019-05-05,15:00:00,G07,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1995-01-01,Nam,Sơn Trà,KH0104|0044,blue collar,social service,24.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10005052019B0104,emp004,2019-05-05 11:04:00,90000.0,0000000266,20072573,2019-05-05,15:00:00,G08,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1995-01-01,Nam,Sơn Trà,KH0104|0044,blue collar,social service,24.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10030052019B0076,emp001,2019-05-30 12:25:05,90000.0,0000000268,20106087,2019-05-30,12:40:00,J05,1,NGÔI ĐỀN KỲ QUÁI (C18),ĐÔI,Thành viên,90000,0,1996-12-07,Nam,Sơn Trà,KH0104|0182,blue collar,construction,22.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10117052019B0109,emp009,2019-05-17 19:07:40,90000.0,0000000285,20090917,2019-05-17,19:35:00,K07,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1992-07-29,Nữ,Thanh Khê,KH0104|0206,specialist,education,26.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10117052019B0109,emp009,2019-05-17 19:07:40,90000.0,0000000285,20090916,2019-05-17,19:35:00,K06,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1992-07-29,Nữ,Thanh Khê,KH0104|0206,specialist,education,26.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10110052019B0130,emp009,2019-05-10 16:40:23,90000.0,0000000297,20080271,2019-05-10,16:40:00,H03,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐÔI,Thành viên,90000,0,1993-07-18,Nữ,công,KH0104|2750,specialist,education,25.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10005052019B0031,emp004,2019-05-05 09:02:59,135000.0,0000000297,20072221,2019-05-05,15:00:00,E07,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1993-07-18,Nữ,công,KH0104|2750,specialist,education,25.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10005052019B0031,emp004,2019-05-05 09:02:59,135000.0,0000000297,20072223,2019-05-05,15:00:00,E09,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1993-07-18,Nữ,công,KH0104|2750,specialist,education,25.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10005052019B0031,emp004,2019-05-05 09:02:59,135000.0,0000000297,20072222,2019-05-05,15:00:00,E08,3,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1993-07-18,Nữ,công,KH0104|2750,specialist,education,25.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10026052019B0280,emp007,2019-05-26 18:01:00,90000.0,0000000309,20102308,2019-05-26,19:35:00,E10,4,NGÔI ĐỀN KỲ QUÁI (C18),ĐƠN,Thành viên,45000,0,1996-03-04,Nữ,Cẩm Lệ,KH0104|0172,blue collar,government agent,22.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10026052019B0280,emp007,2019-05-26 18:01:00,90000.0,0000000309,20102307,2019-05-26,19:35:00,E09,4,NGÔI ĐỀN KỲ QUÁI (C18),ĐƠN,Thành viên,45000,0,1996-03-04,Nữ,Cẩm Lệ,KH0104|0172,blue collar,government agent,22.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10107052019B0026,emp011,2019-05-07 17:39:52,90000.0,0000000328,20076306,2019-05-07,19:15:00,F06,4,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10107052019B0026,emp011,2019-05-07 17:39:52,90000.0,0000000328,20076305,2019-05-07,19:15:00,F05,4,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10107052019B0027,emp011,2019-05-07 17:42:17,135000.0,0000000328,20076310,2019-05-07,19:00:00,I06,1,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10107052019B0027,emp011,2019-05-07 17:42:17,135000.0,0000000328,20076308,2019-05-07,19:00:00,I04,1,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10107052019B0027,emp011,2019-05-07 17:42:17,135000.0,0000000328,20076309,2019-05-07,19:00:00,I05,1,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
12521052019B0053,emp011,2019-05-21 20:48:54,90000.0,0000000328,20096336,2019-05-21,20:45:00,D03,2,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
12521052019B0053,emp011,2019-05-21 20:48:54,90000.0,0000000328,20096335,2019-05-21,20:45:00,D02,2,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
12521052019B0052,emp011,2019-05-21 20:46:12,45000.0,0000000328,20096332,2019-05-21,20:45:00,D01,2,JOHN WICK 3: CHUẨN BỊ CHIẾN TRANH (C18),ĐƠN,Thành viên,45000,0,1994-03-28,Nam,Sơn Trà,,blue collar,economics,24.0,JOHN WICK 3: CHUAN BI CHIEN TRANH (C18),JOHN WICK 3: CHUAN BI CHIEN TRANH,"Action,Crime,Thriller"
10110052019B0167,emp012,2019-05-10 17:54:47,90000.0,0000000375,20080431,2019-05-10,18:30:00,E11,2,POKÉMON: THÁM TỬ PIKACHU (C13),ĐƠN,Thành viên,45000,0,1995-03-20,Nam,Hải Châu,KH0104|9731,white collar,economics,23.0,POKEMON: THAM TU PIKACHU (C13),POKEMON: THAM TU PIKACHU,"Action,Adventure,Comedy,Family,Mystery,Sci-Fi"
10110052019B0167,emp012,2019-05-10 17:54:47,90000.0,0000000375,20080432,2019-05-10,18:30:00,E12,2,POKÉMON: THÁM TỬ PIKACHU (C13),ĐƠN,Thành viên,45000,0,1995-03-20,Nam,Hải Châu,KH0104|9731,white collar,economics,23.0,POKEMON: THAM TU PIKACHU (C13),POKEMON: THAM TU PIKACHU,"Action,Adventure,Comedy,Family,Mystery,Sci-Fi"
10109052019B0122,emp006,2019-05-09 18:41:21,90000.0,0000000384,20079176,2019-05-09,19:00:00,H15,1,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,2002-11-22,Nữ,Liên Chiểu,KH0104|19665,teenager,,16.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10109052019B0122,emp006,2019-05-09 18:41:21,90000.0,0000000384,20079177,2019-05-09,19:00:00,H16,1,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,2002-11-22,Nữ,Liên Chiểu,KH0104|19665,teenager,,16.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10126052019B0128,emp005,2019-05-26 17:18:46,90000.0,0000000385,20102190,2019-05-26,17:25:00,H02,4,NGÔI ĐỀN KỲ QUÁI (C18),ĐƠN,Thành viên,45000,0,2002-12-02,Nữ,Ngũ Hành Sơn,KH0104|20328,teenager,,16.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10126052019B0128,emp005,2019-05-26 17:18:46,90000.0,0000000385,20102189,2019-05-26,17:25:00,H01,4,NGÔI ĐỀN KỲ QUÁI (C18),ĐƠN,Thành viên,45000,0,2002-12-02,Nữ,Ngũ Hành Sơn,KH0104|20328,teenager,,16.0,NGOI ĐEN KY QUAI (C18),NGOI DEN KY QUAI,"Comedy,Horror"
10129052019B0124,emp007,2019-05-29 16:34:41,90000.0,0000000415,20105393,2019-05-29,16:30:00,E12,2,ALADDIN (LT) (G),ĐƠN,Thành viên,45000,0,1998-07-25,Nữ,Cẩm Lệ,KH0104|0469,student,health service,20.0,ALADDIN (LT) (G),ALADDIN,"Adventure,Comedy,Family,Fantasy,Musical,Romance"
10129052019B0124,emp007,2019-05-29 16:34:41,90000.0,0000000415,20105392,2019-05-29,16:30:00,E11,2,ALADDIN (LT) (G),ĐƠN,Thành viên,45000,0,1998-07-25,Nữ,Cẩm Lệ,KH0104|0469,student,health service,20.0,ALADDIN (LT) (G),ALADDIN,"Adventure,Comedy,Family,Fantasy,Musical,Romance"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076717,2019-05-07,20:15:00,A08,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076719,2019-05-07,20:15:00,A10,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076722,2019-05-07,20:15:00,E01,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076718,2019-05-07,20:15:00,A09,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076721,2019-05-07,20:15:00,A12,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076720,2019-05-07,20:15:00,A11,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
9907052019B0031,emp008,2019-05-07 20:07:52,315000.0,0000000502,20076723,2019-05-07,20:15:00,F01,2,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1996-09-01,Nam,Ngũ Hành Sơn,KH0104|0402,blue collar,government agent,22.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10007052019B0050,emp012,2019-05-07 10:38:04,45000.0,0000000509,20075808,2019-05-07,10:45:00,H09,1,AVENGERS: HỒI KẾT,ĐƠN,Thành viên,45000,0,2002-10-28,Nữ,Cẩm Lệ,KH0104|0430,teenager,,16.0,AVENGERS: HOI KET,AVENGERS: HOI KET,"Action,Adventure,Drama,Sci-Fi"
10117052019B0038,emp011,2019-05-17 15:47:06,135000.0,0000000541,20090616,2019-05-17,15:40:00,I12,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1999-06-06,Nữ,III thành phố Đà Nẵng cũ,KH0104|0317,student,health service,19.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10117052019B0038,emp011,2019-05-17 15:47:06,135000.0,0000000541,20090615,2019-05-17,15:40:00,I11,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1999-06-06,Nữ,III thành phố Đà Nẵng cũ,KH0104|0317,student,health service,19.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10117052019B0038,emp011,2019-05-17 15:47:06,135000.0,0000000541,20090614,2019-05-17,15:40:00,I10,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1999-06-06,Nữ,III thành phố Đà Nẵng cũ,KH0104|0317,student,health service,19.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10117052019B0039,emp011,2019-05-17 15:48:32,90000.0,0000000541,20090618,2019-05-17,15:40:00,G04,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1999-06-06,Nữ,III thành phố Đà Nẵng cũ,KH0104|0317,student,health service,19.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10117052019B0039,emp011,2019-05-17 15:48:32,90000.0,0000000541,20090617,2019-05-17,15:40:00,G03,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1999-06-06,Nữ,III thành phố Đà Nẵng cũ,KH0104|0317,student,health service,19.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10014052019B0076,emp002,2019-05-14 12:51:50,180000.0,0000000558,20086957,2019-05-14,13:25:00,E07,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1994-01-07,Nam,Cẩm Lệ,KH0104|0382,blue collar,finance,24.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10014052019B0076,emp002,2019-05-14 12:51:50,180000.0,0000000558,20086959,2019-05-14,13:25:00,E09,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1994-01-07,Nam,Cẩm Lệ,KH0104|0382,blue collar,finance,24.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
10014052019B0076,emp002,2019-05-14 12:51:50,180000.0,0000000558,20086960,2019-05-14,13:25:00,E10,4,MẸ MA THAN KHÓC LA LLORONA (C18),ĐƠN,Thành viên,45000,0,1994-01-07,Nam,Cẩm Lệ,KH0104|0382,blue collar,finance,24.0,ME MA THAN KHOC LA LLORONA (C18),ME MA THAN KHOC LA LLORONA,"Horror,Mystery,Thriller"
